state_name,state_abbrev,state_fips,year,fatalities,vmt,fatalities_per_100m_vmt,first_treat_year,treated,rel_time,cohort,ever_treated_in_study
Vermont,VT,50,2017,69,7424.419886,0.929365540466147,2014,1,3.0,g2014,1
Vermont,VT,50,2018,68,7346.35017762,0.9256297121141315,2014,1,4.0,g2014,1
Vermont,VT,50,2019,47,7345.62692238,0.639836470006455,2014,1,5.0,g2014,1
Vermont,VT,50,2020,62,6006.97509,1.0321334627009415,2014,1,6.0,g2014,1
Vermont,VT,50,2021,74,6625.055,1.116971859101547,2014,1,7.0,g2014,1
Vermont,VT,50,2022,76,7127.7627,1.066253229782748,2014,1,8.0,g2014,1
Virginia,VA,51,2010,740,82170.61427630001,0.9005652525752553,2021,0,-11.0,g2021,1
Virginia,VA,51,2011,764,80973.99206363501,0.9435128249569263,2021,0,-10.0,g2021,1
Virginia,VA,51,2012,776,80958.667790956,0.9585137962048926,2021,0,-9.0,g2021,1
Virginia,VA,51,2013,740,80767.00570028,0.9162157165341522,2021,0,-8.0,g2021,1
Virginia,VA,51,2014,703,80984.63614425,0.8680658869020722,2021,0,-7.0,g2021,1
Virginia,VA,51,2015,754,82624.52763879,0.9125619492752383,2021,0,-6.0,g2021,1
Virginia,VA,51,2016,760,84462.671606042,0.8998057787526031,2021,0,-5.0,g2021,1
Virginia,VA,51,2017,839,85262.94494611,0.9840148033008778,2021,0,-4.0,g2021,1
Virginia,VA,51,2018,820,85336.102057075,0.960906322451385,2021,0,-3.0,g2021,1
Virginia,VA,51,2019,831,85432.48415308,0.9726979242591073,2021,0,-2.0,g2021,1
Virginia,VA,51,2020,850,76110.26922,1.1168006744832797,2021,0,-1.0,g2021,1
Virginia,VA,51,2021,973,80102.4661,1.214694187798545,2021,1,0.0,g2021,1
Virginia,VA,51,2022,1006,82083.23305,1.2255852536744105,2021,1,1.0,g2021,1
Washington,WA,53,2010,460,57190.44282353,0.8043301945036543,2017,0,-7.0,g2017,1
Washington,WA,53,2011,454,56954.572844,0.7971265121125872,2017,0,-6.0,g2017,1
Washington,WA,53,2012,438,56762.006211756,0.771642916154161,2017,0,-5.0,g2017,1
Washington,WA,53,2013,436,57211.21141681305,0.7620883900246687,2017,0,-4.0,g2017,1
Washington,WA,53,2014,462,58059.800008365,0.7957312976163148,2017,0,-3.0,g2017,1
Washington,WA,53,2015,551,59652.504240345,0.9236829317005272,2017,0,-2.0,g2017,1
Washington,WA,53,2016,536,61017.810943994,0.8784320376422133,2017,0,-1.0,g2017,1
Washington,WA,53,2017,563,61419.92486448,0.9166406524303495,2017,1,0.0,g2017,1
Washington,WA,53,2018,539,62366.656131095,0.864243865932173,2017,1,1.0,g2017,1
Washington,WA,53,2019,538,62529.63831721,0.8603919908679953,2017,1,2.0,g2017,1
Washington,WA,53,2020,574,53658.24131,1.0697331593181134,2017,1,3.0,g2017,1
Washington,WA,53,2021,674,57796.59614,1.1661586408434468,2017,1,4.0,g2017,1
Washington,WA,53,2022,743,58482.75528,1.2704599782324075,2017,1,5.0,g2017,1
West Virginia,WV,54,2010,315,19203.03357485,1.6403658243484613,2013,0,-3.0,g2013,1
West Virginia,WV,54,2011,338,18963.12603175,1.7824065474968944,2013,0,-2.0,g2013,1
West Virginia,WV,54,2012,339,19225.78561374,1.7632569446614887,2013,0,-1.0,g2013,1
West Virginia,WV,54,2013,332,19232.34743295,1.7262583319974654,2013,1,0.0,g2013,1
West Virginia,WV,54,2014,272,19117.4904703,1.4227808844605727,2013,1,1.0,g2013,1
West Virginia,WV,54,2015,268,19826.64296667,1.3517164779258248,2013,1,2.0,g2013,1
West Virginia,WV,54,2016,269,19539.442679694,1.3767025212011457,2013,1,3.0,g2013,1
West Virginia,WV,54,2017,304,19072.335445285,1.5939316968921804,2013,1,4.0,g2013,1
West Virginia,WV,54,2018,294,19447.32321075,1.511776180268779,2013,1,5.0,g2013,1
West Virginia,WV,54,2019,260,19076.55966,1.3629291897174296,2013,1,6.0,g2013,1
West Virginia,WV,54,2020,267,16054.14026,1.6631223826120975,2013,1,7.0,g2013,1
West Virginia,WV,54,2021,282,16079.27493,1.7538104250823952,2013,1,8.0,g2013,1
West Virginia,WV,54,2022,266,15312.40754,1.7371533464292839,2013,1,9.0,g2013,1
Wisconsin,WI,55,2010,572,59420.266427025,0.9626345258860166,0,0,,Never Treated,0
Wisconsin,WI,55,2011,582,58553.70387031,0.9939593254238296,0,0,,Never Treated,0
Wisconsin,WI,55,2012,615,59087.299886352,1.040832803636121,0,0,,Never Treated,0
Wisconsin,WI,55,2013,543,59486.15042389,0.9128175148848224,0,0,,Never Treated,0
Wisconsin,WI,55,2014,506,60053.380396945,0.8425837091191305,0,0,,Never Treated,0
Wisconsin,WI,55,2015,566,62073.368217535,0.9118242110150415,0,0,,Never Treated,0
Wisconsin,WI,55,2016,607,64046.406586158,0.9477502835126859,0,0,,Never Treated,0
Wisconsin,WI,55,2017,613,65323.70926874,0.9384035396369399,0,0,,Never Treated,0
Wisconsin,WI,55,2018,589,65885.43494883,0.8939760365207386,0,0,,Never Treated,0
Wisconsin,WI,55,2019,567,66347.623852405,0.8545897608350402,0,0,,Never Treated,0
Wisconsin,WI,55,2020,612,57599.94103,1.062501087772381,0,0,,Never Treated,0
Wisconsin,WI,55,2021,620,64983.27948,0.9540915831907473,0,0,,Never Treated,0
Wisconsin,WI,55,2022,604,66166.6809,0.912846151241659,0,0,,Never Treated,0
Wyoming,WY,56,2010,155,9362.789824415,1.655489473829822,0,0,,Never Treated,0
Wyoming,WY,56,2011,135,9244.90554045,1.460263703174936,0,0,,Never Treated,0
Wyoming,WY,56,2012,123,9270.993557706,1.3267186438476495,0,0,,Never Treated,0
Wyoming,WY,56,2013,87,9308.940396215,0.9345854232279116,0,0,,Never Treated,0
Wyoming,WY,56,2014,150,9457.283094695,1.586079199470528,0,0,,Never Treated,0
Wyoming,WY,56,2015,145,9597.036264744998,1.5108831101603926,0,0,,Never Treated,0
Wyoming,WY,56,2016,112,9322.542398558,1.2013890118356987,0,0,,Never Treated,0
Wyoming,WY,56,2017,123,9784.665268215,1.2570690629505683,0,0,,Never Treated,0
Wyoming,WY,56,2018,111,10438.44261328,1.063377020043043,0,0,,Never Treated,0
Wyoming,WY,56,2019,147,10207.605647695,1.4401026555448326,0,0,,Never Treated,0
Wyoming,WY,56,2020,127,9800.31981,1.2958760781501475,0,0,,Never Treated,0
Wyoming,WY,56,2021,110,11096.52014,0.9913017649873791,0,0,,Never Treated,0
Wyoming,WY,56,2022,134,9324.38531,1.437092049985223,0,0,,Never Treated,0
